,unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri,source_file,combined_address,ADDRESS_V1,fuzzy_match,match_confidence
20,E53EDD2D-5F20-83EC-E053-6B04A8C03A59,670000,2022-01-20,HP13 5AG,S,N,F,nan,10,DE HAVILLAND COURT,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2D-5F20-83EC-E053-6B04A8C03A59/current,./data-land_registry/HP13-march2020-to-nov2025.csv,10 de havilland court nan hp13 5ag,10 DE HAVILLAND COURT HP13 5AG,10 de havilland court hp13 5ag,93.75
21,1C3E72FD-D9FC-F410-E063-4804A8C0DFA6,540000,2024-06-17,HP13 5AG,T,N,F,nan,18,DE HAVILLAND COURT,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FD-D9FC-F410-E063-4804A8C0DFA6/current,./data-land_registry/HP13-march2020-to-nov2025.csv,18 de havilland court nan hp13 5ag,18 DE HAVILLAND COURT HP13 5AG,18 de havilland court hp13 5ag,93.75
22,3DCCB7C9-A6A9-5B9D-E063-4704A8C0331E,625000,2025-01-20,HP13 5AG,T,N,F,nan,21,DE HAVILLAND COURT,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A6A9-5B9D-E063-4704A8C0331E/current,./data-land_registry/HP13-march2020-to-nov2025.csv,21 de havilland court nan hp13 5ag,21 DE HAVILLAND COURT HP13 5AG,21 de havilland court hp13 5ag,93.75
23,D22473F4-E1AC-7B40-E053-6C04A8C0A630,1130000,2021-06-30,HP13 5AJ,D,N,F,nan,CEDAR HOUSE,AMERSHAM ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F4-E1AC-7B40-E053-6C04A8C0A630/current,./data-land_registry/HP13-march2020-to-nov2025.csv,cedar house amersham road nan hp13 5aj,CEDAR HOUSE AMERSHAM ROAD HP13 5AJ,cedar house amersham road hp13 5aj,94.44444444444444
24,EED73E75-3166-6AF3-E053-6C04A8C08ABA,450000,2022-10-28,HP13 5AX,S,N,F,nan,3,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-3166-6AF3-E053-6C04A8C08ABA/current,./data-land_registry/HP13-march2020-to-nov2025.csv,3 tower street nan hp13 5ax,3 TOWER STREET HP13 5AX,3 tower street hp13 5ax,92.0
25,D22473F4-E3B7-7B40-E053-6C04A8C0A630,342500,2020-12-15,HP13 5AX,S,N,F,nan,9,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F4-E3B7-7B40-E053-6C04A8C0A630/current,./data-land_registry/HP13-march2020-to-nov2025.csv,9 tower street nan hp13 5ax,9 TOWER STREET HP13 5AX,9 tower street hp13 5ax,92.0
26,09266DDB-8AA8-AF90-E063-4704A8C02087,375000,2023-01-06,HP13 5AX,S,N,F,nan,16,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-8AA8-AF90-E063-4704A8C02087/current,./data-land_registry/HP13-march2020-to-nov2025.csv,16 tower street nan hp13 5ax,16 TOWER STREET HP13 5AX,16 tower street hp13 5ax,92.3076923076923
27,237B17FD-A85E-22AC-E063-4804A8C0EA3A,400000,2024-08-22,HP13 5AX,T,N,F,nan,25,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-A85E-22AC-E063-4804A8C0EA3A/current,./data-land_registry/HP13-march2020-to-nov2025.csv,25 tower street nan hp13 5ax,25 TOWER STREET HP13 5AX,25 tower street hp13 5ax,92.3076923076923
28,DE2D0CDF-56B8-51EE-E053-6C04A8C00671,380000,2022-03-04,HP13 5AY,T,N,F,nan,35,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CDF-56B8-51EE-E053-6C04A8C00671/current,./data-land_registry/HP13-march2020-to-nov2025.csv,35 tower street nan hp13 5ay,35 TOWER STREET HP13 5AY,35 tower street hp13 5ay,92.3076923076923
29,42C129E4-3EA5-60A9-E063-4804A8C0C25D,335500,2025-05-20,HP13 5AY,T,N,F,nan,42,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-3EA5-60A9-E063-4804A8C0C25D/current,./data-land_registry/HP13-march2020-to-nov2025.csv,42 tower street nan hp13 5ay,42 TOWER STREET HP13 5AY,42 tower street hp13 5ay,92.3076923076923
30,E53EDD2D-5C57-83EC-E053-6B04A8C03A59,385000,2022-07-08,HP13 5AY,S,N,F,nan,55,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2D-5C57-83EC-E053-6B04A8C03A59/current,./data-land_registry/HP13-march2020-to-nov2025.csv,55 tower street nan hp13 5ay,55 TOWER STREET HP13 5AY,55 tower street hp13 5ay,92.3076923076923
31,E7B085FB-D0E1-7E31-E053-6C04A8C0E67F,360000,2022-06-30,HP13 5AY,S,N,F,nan,57,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FB-D0E1-7E31-E053-6C04A8C0E67F/current,./data-land_registry/HP13-march2020-to-nov2025.csv,57 tower street nan hp13 5ay,57 TOWER STREET HP13 5AY,57 tower street hp13 5ay,92.3076923076923
32,2F7F2B42-B16F-E08F-E063-4804A8C05A49,400000,2025-01-29,HP13 5AY,S,N,F,nan,63,TOWER STREET,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-B16F-E08F-E063-4804A8C05A49/current,./data-land_registry/HP13-march2020-to-nov2025.csv,63 tower street nan hp13 5ay,63 TOWER STREET HP13 5AY,63 tower street hp13 5ay,92.3076923076923
33,EC7AD099-4F1C-9200-E053-6C04A8C0E306,382000,2022-08-01,HP13 5BA,S,N,F,nan,6,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-4F1C-9200-E053-6C04A8C0E306/current,./data-land_registry/HP13-march2020-to-nov2025.csv,6 green road nan hp13 5ba,6 GREEN ROAD HP13 5BA,6 green road hp13 5ba,91.30434782608697
34,CFC9085C-51DC-9A70-E053-6B04A8C09D6A,370000,2021-06-18,HP13 5BA,S,N,F,nan,22,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-51DC-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP13-march2020-to-nov2025.csv,22 green road nan hp13 5ba,22 GREEN ROAD HP13 5BA,24 green road hp13 5ba,87.5
35,D707E534-CFE7-0AD9-E053-6B04A8C067CC,323000,2021-01-15,HP13 5BA,S,N,F,nan,38,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-CFE7-0AD9-E053-6B04A8C067CC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,38 green road nan hp13 5ba,38 GREEN ROAD HP13 5BA,38 green road hp13 5ba,91.66666666666666
36,D707E534-CEE6-0AD9-E053-6B04A8C067CC,390000,2021-06-30,HP13 5BA,S,N,F,nan,46,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-CEE6-0AD9-E053-6B04A8C067CC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,46 green road nan hp13 5ba,46 GREEN ROAD HP13 5BA,46 green road hp13 5ba,91.66666666666666
37,12A8BAB5-EA27-2125-E063-4804A8C08CC1,830000,2024-02-08,HP13 5BD,S,N,F,nan,13,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB5-EA27-2125-E063-4804A8C08CC1/current,./data-land_registry/HP13-march2020-to-nov2025.csv,13 green road nan hp13 5bd,13 GREEN ROAD HP13 5BD,13 green road hp13 5bd,91.66666666666666
38,3B5CE841-7498-EE3A-E063-4804A8C0D6F1,755000,2024-07-05,HP13 5BD,D,N,F,nan,15A,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-7498-EE3A-E063-4804A8C0D6F1/current,./data-land_registry/HP13-march2020-to-nov2025.csv,15a green road nan hp13 5bd,15A GREEN ROAD HP13 5BD,15a green road hp13 5bd,92.0
39,1A0C5C63-112D-7CBE-E063-4804A8C06C96,795000,2024-01-22,HP13 5BD,S,N,F,nan,29,GREEN ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-112D-7CBE-E063-4804A8C06C96/current,./data-land_registry/HP13-march2020-to-nov2025.csv,29 green road nan hp13 5bd,29 GREEN ROAD HP13 5BD,29 green road hp13 5bd,91.66666666666666
40,045A1898-54B1-9A24-E063-4804A8C048EA,582500,2022-01-25,HP13 5BH,D,N,F,nan,25,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-54B1-9A24-E063-4804A8C048EA/current,./data-land_registry/HP13-march2020-to-nov2025.csv,25 hamilton road nan hp13 5bh,25 HAMILTON ROAD HP13 5BH,35 hamilton road hp13 5bh,88.88888888888889
41,38EDC0C2-A4C4-0F63-E063-4704A8C00424,895000,2025-06-26,HP13 5BH,D,N,F,nan,31,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C2-A4C4-0F63-E063-4704A8C00424/current,./data-land_registry/HP13-march2020-to-nov2025.csv,31 hamilton road nan hp13 5bh,31 HAMILTON ROAD HP13 5BH,31 hamilton road hp13 5bh,92.5925925925926
42,C18F412A-852C-81A6-E053-6B04A8C0AD18,585000,2021-01-29,HP13 5BH,D,N,F,nan,39,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/C18F412A-852C-81A6-E053-6B04A8C0AD18/current,./data-land_registry/HP13-march2020-to-nov2025.csv,39 hamilton road nan hp13 5bh,39 HAMILTON ROAD HP13 5BH,39 hamilton road hp13 5bh,92.5925925925926
43,2859C1AB-8E95-52B4-E063-4804A8C05948,710000,2024-10-29,HP13 5BH,D,N,F,nan,45,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8E95-52B4-E063-4804A8C05948/current,./data-land_registry/HP13-march2020-to-nov2025.csv,45 hamilton road nan hp13 5bh,45 HAMILTON ROAD HP13 5BH,45 hamilton road hp13 5bh,92.5925925925926
44,DE2D0CDF-56E9-51EE-E053-6C04A8C00671,850000,2022-01-10,HP13 5BH,D,N,F,nan,51,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CDF-56E9-51EE-E053-6C04A8C00671/current,./data-land_registry/HP13-march2020-to-nov2025.csv,51 hamilton road nan hp13 5bh,51 HAMILTON ROAD HP13 5BH,51 hamilton road hp13 5bh,92.5925925925926
45,D4D42645-48B8-27F6-E053-6C04A8C0A572,600000,2021-04-08,HP13 5BH,D,N,F,nan,73,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D4D42645-48B8-27F6-E053-6C04A8C0A572/current,./data-land_registry/HP13-march2020-to-nov2025.csv,73 hamilton road nan hp13 5bh,73 HAMILTON ROAD HP13 5BH,73 hamilton road hp13 5bh,92.5925925925926
46,BC8936BB-4193-0E2C-E053-6C04A8C0DBF4,625000,2021-01-11,HP13 5BH,D,N,F,nan,73,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BB-4193-0E2C-E053-6C04A8C0DBF4/current,./data-land_registry/HP13-march2020-to-nov2025.csv,73 hamilton road nan hp13 5bh,73 HAMILTON ROAD HP13 5BH,73 hamilton road hp13 5bh,92.5925925925926
47,AE4D86D3-CEFB-4619-E053-6C04A8C03CD0,580000,2020-05-27,HP13 5BJ,D,N,F,nan,20,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D3-CEFB-4619-E053-6C04A8C03CD0/current,./data-land_registry/HP13-march2020-to-nov2025.csv,20 hamilton road nan hp13 5bj,20 HAMILTON ROAD HP13 5BJ,20 hamilton road hp13 5bj,92.5925925925926
48,FFA361DA-8CDE-8A03-E053-4804A8C01F61,635000,2023-05-26,HP13 5BJ,S,N,F,nan,22,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-8CDE-8A03-E053-4804A8C01F61/current,./data-land_registry/HP13-march2020-to-nov2025.csv,22 hamilton road nan hp13 5bj,22 HAMILTON ROAD HP13 5BJ,22 hamilton road hp13 5bj,92.5925925925926
49,2859C1AB-8A62-52B4-E063-4804A8C05948,695000,2024-10-18,HP13 5BJ,D,N,F,nan,42,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8A62-52B4-E063-4804A8C05948/current,./data-land_registry/HP13-march2020-to-nov2025.csv,42 hamilton road nan hp13 5bj,42 HAMILTON ROAD HP13 5BJ,42 hamilton road hp13 5bj,92.5925925925926
50,DE2D0CDF-5899-51EE-E053-6C04A8C00671,655000,2021-12-03,HP13 5BL,D,N,F,nan,THE CEDARS,FOXHILL CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CDF-5899-51EE-E053-6C04A8C00671/current,./data-land_registry/HP13-march2020-to-nov2025.csv,the cedars foxhill close nan hp13 5bl,THE CEDARS FOXHILL CLOSE HP13 5BL,the cedars foxhill close hp13 5bl,94.28571428571428
51,CFC9085C-5288-9A70-E053-6B04A8C09D6A,450000,2021-07-20,HP13 5BL,D,N,F,nan,11,FOXHILL CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-5288-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP13-march2020-to-nov2025.csv,11 foxhill close nan hp13 5bl,11 FOXHILL CLOSE HP13 5BL,11a foxhill close hp13 5bl,90.9090909090909
52,D4D42645-4679-27F6-E053-6C04A8C0A572,422500,2021-09-24,HP13 5BL,D,N,F,nan,11A,FOXHILL CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D4D42645-4679-27F6-E053-6C04A8C0A572/current,./data-land_registry/HP13-march2020-to-nov2025.csv,11a foxhill close nan hp13 5bl,11A FOXHILL CLOSE HP13 5BL,11a foxhill close hp13 5bl,92.85714285714286
53,FFA361DA-8E12-8A03-E053-4804A8C01F61,655000,2021-06-22,HP13 5BL,D,N,F,nan,20,FOXHILL CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-8E12-8A03-E053-4804A8C01F61/current,./data-land_registry/HP13-march2020-to-nov2025.csv,20 foxhill close nan hp13 5bl,20 FOXHILL CLOSE HP13 5BL,20 foxhill close hp13 5bl,92.5925925925926
54,045A1898-5600-9A24-E063-4804A8C048EA,653000,2021-06-30,HP13 5BL,D,N,F,nan,21,FOXHILL CLOSE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-5600-9A24-E063-4804A8C048EA/current,./data-land_registry/HP13-march2020-to-nov2025.csv,21 foxhill close nan hp13 5bl,21 FOXHILL CLOSE HP13 5BL,21 foxhill close hp13 5bl,92.5925925925926
55,CB0035E5-8679-58AE-E053-6B04A8C091AF,359000,2021-08-13,HP13 5BP,S,N,F,nan,5,MAITLAND DRIVE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E5-8679-58AE-E053-6B04A8C091AF/current,./data-land_registry/HP13-march2020-to-nov2025.csv,5 maitland drive nan hp13 5bp,5 MAITLAND DRIVE HP13 5BP,5 maitland drive hp13 5bp,92.5925925925926
56,E7B085FB-D099-7E31-E053-6C04A8C0E67F,1140000,2022-08-05,HP13 5BQ,D,N,F,nan,66,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FB-D099-7E31-E053-6C04A8C0E67F/current,./data-land_registry/HP13-march2020-to-nov2025.csv,66 hamilton road nan hp13 5bq,66 HAMILTON ROAD HP13 5BQ,66 hamilton road hp13 5bq,92.5925925925926
57,F5E8B080-E85D-3A13-E053-6C04A8C060B7,750000,2023-01-19,HP13 5BQ,D,N,F,nan,81,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B080-E85D-3A13-E053-6C04A8C060B7/current,./data-land_registry/HP13-march2020-to-nov2025.csv,81 hamilton road nan hp13 5bq,81 HAMILTON ROAD HP13 5BQ,81 hamilton road hp13 5bq,92.5925925925926
58,1C3E72FD-D76F-F410-E063-4804A8C0DFA6,1260000,2023-05-10,HP13 5BQ,D,N,F,nan,85,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FD-D76F-F410-E063-4804A8C0DFA6/current,./data-land_registry/HP13-march2020-to-nov2025.csv,85 hamilton road nan hp13 5bq,85 HAMILTON ROAD HP13 5BQ,85 hamilton road hp13 5bq,92.5925925925926
59,31C68071-C3FA-FEE3-E063-4804A8C04F37,980000,2025-03-12,HP13 5BT,D,N,F,nan,1,TERRIERS DRIVE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/31C68071-C3FA-FEE3-E063-4804A8C04F37/current,./data-land_registry/HP13-march2020-to-nov2025.csv,1 terriers drive nan hp13 5bt,1 TERRIERS DRIVE HP13 5BT,1 terriers drive hp13 5bt,92.5925925925926
60,D707E534-D208-0AD9-E053-6B04A8C067CC,730000,2021-06-22,HP13 5BT,D,N,F,nan,5,TERRIERS DRIVE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-D208-0AD9-E053-6B04A8C067CC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,5 terriers drive nan hp13 5bt,5 TERRIERS DRIVE HP13 5BT,5 terriers drive hp13 5bt,92.5925925925926
61,A71375FD-A7DD-7576-E053-6C04A8C0462F,410000,2020-03-02,HP13 5BU,T,N,F,nan,9,JUMELLE MEWS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/A71375FD-A7DD-7576-E053-6C04A8C0462F/current,./data-land_registry/HP13-march2020-to-nov2025.csv,9 jumelle mews nan hp13 5bu,9 JUMELLE MEWS HP13 5BU,9 jumelle mews hp13 5bu,92.0
62,B0A9D11B-3939-4C1F-E053-6C04A8C0D716,360000,2020-07-17,HP13 5BU,S,N,F,nan,10,JUMELLE MEWS,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/B0A9D11B-3939-4C1F-E053-6C04A8C0D716/current,./data-land_registry/HP13-march2020-to-nov2025.csv,10 jumelle mews nan hp13 5bu,10 JUMELLE MEWS HP13 5BU,10 jumelle mews hp13 5bu,92.3076923076923
63,F3B6C197-C3CA-6E40-E053-6C04A8C0B3B4,484000,2022-12-09,HP13 5BW,D,N,F,nan,14,HAMILTON ROAD,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C197-C3CA-6E40-E053-6C04A8C0B3B4/current,./data-land_registry/HP13-march2020-to-nov2025.csv,14 hamilton road nan hp13 5bw,14 HAMILTON ROAD HP13 5BW,14 hamilton road hp13 5bw,92.5925925925926
64,0B85394F-9EA6-69A5-E063-4704A8C07DAC,430000,2023-08-30,HP13 5BX,S,N,F,nan,9,GARRATTS WAY,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/0B85394F-9EA6-69A5-E063-4704A8C07DAC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,9 garratts way nan hp13 5bx,9 GARRATTS WAY HP13 5BX,9 garratts way hp13 5bx,92.0
65,C6209F5E-E65A-295E-E053-6C04A8C0DDCC,355000,2021-04-08,HP13 5BX,S,N,F,nan,15,GARRATTS WAY,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5E-E65A-295E-E053-6C04A8C0DDCC/current,./data-land_registry/HP13-march2020-to-nov2025.csv,15 garratts way nan hp13 5bx,15 GARRATTS WAY HP13 5BX,15 garratts way hp13 5bx,92.3076923076923
66,402A3A65-8830-A7DF-E063-4804A8C0B80D,427500,2025-08-29,HP13 5BY,T,N,F,nan,1,DURLEY HOLLOW,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/402A3A65-8830-A7DF-E063-4804A8C0B80D/current,./data-land_registry/HP13-march2020-to-nov2025.csv,1 durley hollow nan hp13 5by,1 DURLEY HOLLOW HP13 5BY,1 durley hollow hp13 5by,92.3076923076923
67,2F7F2B42-B120-E08F-E063-4804A8C05A49,367000,2025-02-14,HP13 5BY,S,N,F,nan,14,DURLEY HOLLOW,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-B120-E08F-E063-4804A8C05A49/current,./data-land_registry/HP13-march2020-to-nov2025.csv,14 durley hollow nan hp13 5by,14 DURLEY HOLLOW HP13 5BY,14 durley hollow hp13 5by,92.5925925925926
68,38EDC0C2-A5E1-0F63-E063-4704A8C00424,323000,2025-06-16,HP13 5BZ,T,N,F,nan,2,DUNWOOD RISE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C2-A5E1-0F63-E063-4704A8C00424/current,./data-land_registry/HP13-march2020-to-nov2025.csv,2 dunwood rise nan hp13 5bz,2 DUNWOOD RISE HP13 5BZ,2 dunwood rise hp13 5bz,92.0
69,1EAE3DF6-3742-9EB1-E063-4704A8C09D02,320000,2024-07-03,HP13 5BZ,T,N,F,nan,7,DUNWOOD RISE,,HIGH WYCOMBE,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-3742-9EB1-E063-4704A8C09D02/current,./data-land_registry/HP13-march2020-to-nov2025.csv,7 dunwood rise nan hp13 5bz,7 DUNWOOD RISE HP13 5BZ,7 dunwood rise hp13 5bz,92.0
