,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file
68,374916820702009100218140766810428,"42, Venning Road",Arborfield,,RG2 9LU,5789128668,C,C,76,76,House,Semi-Detached,2009-10-02,E06000041,E14001048,,2009-10-02,marketed sale,73,73,195,193.0,2.4,32,2.4,47.0,38.0,353.0,355.0,113.0,113.0,75.0,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,0.0,5.0,5.0,75.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 200mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.5,0.0,N,natural,"42, Venning Road, Arborfield",Wokingham,Wokingham,READING,England and Wales: 1950-1966,2009-10-02 18:14:07,owner-occupied,,,14005458.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
69,34294c028263363105bc87472830c98b71e17baf5ad15e672fdf5ee1f59acedc,6 Yew Close,,,RG41 4AF,10001569903,E,B,53,83,House,Detached,2021-09-20,E06000041,E14001048,,2021-09-21,marketed sale,48,82,324,95.0,4.7,57,1.4,136.0,68.0,674.0,490.0,255.0,68.0,82.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,0.0,5.0,5.0,0.0,0.0,"From main system, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0.0,,,2.41,0.0,N,natural,6 Yew Close,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1976-1982,2021-09-21 07:46:41,Owner-occupied,10.0,,14012104.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
70,34422d00f891b3836c747d433a80ff5c7ba14febb3223269b9a0e786ab74e955,28 LONGS WAY,,,RG40 1QN,10001452187,D,C,62,78,House,Semi-Detached,2021-07-15,E06000041,E14001048,,2021-07-15,Stock condition survey,56,73,267,152.0,4.0,47,2.3,96.0,70.0,670.0,591.0,94.0,65.0,86.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,0.0,5.0,5.0,64.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 64% of fixed outlets,Good,Good,mains gas (not community),0.0,,,2.42,0.0,N,natural,28 LONGS WAY,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1950-1966,2021-07-15 17:03:49,Rented (social),11.0,,14053021.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
71,598857172932011030201123188268708,"5, Pocket Place",Earley,,RG6 7DF,7878734868,C,B,78,83,Maisonette,Enclosed End-Terrace,2011-02-28,E06000041,E14001048,,2011-03-02,rental (private),77,82,152,123.0,2.4,25,1.9,103.0,56.0,337.0,305.0,123.0,109.0,67.08,Single,Y,1st,Y,3.0,2104.0,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,17.0,0.0,From main system,Good,Good,(other premises below),,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 17% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,no corridor,,1.87,0.0,N,natural,"5, Pocket Place, Earley",Wokingham,Wokingham,READING,England and Wales: 1996-2002,2011-03-02 01:12:31,rental (private),,,14057476.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
72,1544694049922017051815013101188033,"105, Easthampstead Road",,,RG40 2HU,3033481578,E,C,46,78,House,Detached,2017-05-18,E06000041,E14001048,,2017-05-18,marketed sale,40,75,314,121.0,13.0,51,4.9,172.0,109.0,2613.0,1189.0,204.0,138.0,256.0,Unknown,Y,NODATA!,,,2106.0,0.0,not defined,Normal,1.0,11.0,11.0,38.0,2.0,From main system,Average,Average,"Suspended, no insulation (assumed)",NO DATA!,,Single glazed,Very Poor,Very Poor,"Cavity wall, filled cavity",Good,Good,"Room heaters, wood logs",,,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 38% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,,N,natural,"105, Easthampstead Road",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1900-1929,2017-05-18 15:01:31,owner-occupied,,,14049142.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
73,1433539969922016041318040133878296,"5, Crecy Close",,,RG41 3UZ,9356693478,D,B,67,84,House,Detached,2016-04-13,E06000041,E14001048,,2016-04-13,marketed sale,60,80,204,92.0,5.4,36,2.5,129.0,81.0,919.0,657.0,176.0,81.0,151.0,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,9.0,9.0,40.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,2.35,,N,natural,"5, Crecy Close",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1976-1982,2016-04-13 18:04:01,owner-occupied,,,14011844.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
74,679659529402011092919534791092408,Flat 84 Sutton Court,Culver Lane,Earley,RG6 1DG,8453420968,C,C,78,78,Flat,NO DATA!,2011-09-20,E06000041,E14000889,,2011-09-29,rental (social),81,81,150,150.0,1.2,29,1.2,30.0,30.0,201.0,201.0,91.0,91.0,42.63,Unknown,Y,1st,Y,,2307.0,100.0,double glazing installed before 2002,Normal,0.0,2.0,2.0,86.0,0.0,Community scheme,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 300+ mm loft insulation",Very Good,Very Good,Community scheme,Good,Good,"Flat rate charging, TRVs",Average,Average,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (community),0.0,heated corridor,,2.38,0.0,,natural,"Flat 84 Sutton Court, Culver Lane, Earley",Wokingham,Reading East,READING,England and Wales: 1983-1990,2011-09-29 19:53:47,rental (social),7.0,6.0,14017139.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
75,390358880132009102919344525268091,"29, Wedderburn Close",Winnersh,,RG41 5NY,8195039668,E,D,47,67,House,Semi-Detached,2009-10-29,E06000041,E14001048,,2009-10-29,marketed sale,41,61,423,260.0,6.3,71,3.9,70.0,45.0,791.0,581.0,260.0,109.0,89.1,Single,Y,NO DATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,0.0,4.0,4.0,42.0,0.0,"From main system, no cylinder thermostat",Poor,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 100mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 42% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,,0.0,N,natural,"29, Wedderburn Close, Winnersh",Wokingham,Wokingham,WOKINGHAM,,2009-10-29 19:34:45,owner-occupied,,,14037247.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
76,1718606172412019050713504093010060,"73, Elm Drive",Woodley,,RG5 4FD,72234678,B,A,84,92,House,Semi-Detached,2019-05-07,E06000041,E14000889,,2019-05-07,new dwelling,85,93,81,30.0,2.0,14,0.8,84.0,84.0,328.0,329.0,99.0,55.0,141.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,From main system,Good,Good,Average thermal transmittance 0.15 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.25 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.17 W/m-¦K,Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"73, Elm Drive, Woodley",Wokingham,Reading East,READING,NO DATA!,2019-05-07 13:50:40,unknown,10.0,10.0,10024050759.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
77,346a1f8e160f815ae7789e7771db1e6434f9251a52e6e67d814578475e36f182,3 CORONATION SQUARE,,,RG40 1TY,10001459143,C,B,70,89,Bungalow,Semi-Detached,2021-08-05,E06000041,E14001048,,2021-08-09,Stock condition survey,71,90,244,59.0,1.8,43,0.5,38.0,38.0,337.0,303.0,69.0,46.0,42.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,0.0,2.0,2.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.43,0.0,N,natural,3 CORONATION SQUARE,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1950-1966,2021-08-09 04:36:32,Rented (social),5.0,,14048013.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
78,1490760529222016102414333858848226,"6, Tavistock Mews",,,RG41 2AJ,2596208478,C,B,79,84,House,Detached,2016-10-24,E06000041,E14001048,,2016-10-24,marketed sale,78,83,108,82.0,3.8,17,2.8,128.0,128.0,738.0,738.0,119.0,119.0,218.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,1.0,8.0,8.0,73.0,0.0,From main system,Good,Good,"Solid, insulated (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, wood logs",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 73% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,2.4,,N,natural,"6, Tavistock Mews",Wokingham,Wokingham,WOKINGHAM,England and Wales: 2007 onwards,2016-10-24 14:33:38,owner-occupied,,,10024046322.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
79,1140026519022016090708361383658976,"37, Avalon Road",Earley,,RG6 7NR,7898123278,D,B,66,81,House,Semi-Detached,2016-09-05,E06000041,E14001048,,2016-09-07,marketed sale,64,79,204,103.0,3.6,36,1.9,99.0,64.0,657.0,577.0,148.0,87.0,102.0,Single,Y,NODATA!,,,2104.0,,not defined,Much More Than Typical,1.0,4.0,4.0,47.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 47% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,2.38,,N,natural,"37, Avalon Road, Earley",Wokingham,Wokingham,READING,England and Wales: 1950-1966,2016-09-07 08:36:13,owner-occupied,,,14021761.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
80,1337871280852015062919330492250436,"15, Kensington Close",Lower Earley,,RG6 4EY,4622027378,C,B,69,81,House,Detached,2015-06-29,E06000041,E14001048,,2015-06-29,marketed sale,64,77,195,112.0,3.6,34,2.1,78.0,62.0,628.0,591.0,139.0,85.0,106.0,Unknown,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,1.0,7.0,7.0,73.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 73% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"15, Kensington Close, Lower Earley",Wokingham,Wokingham,READING,England and Wales: 1991-1995,2015-06-29 19:33:04,owner-occupied,,,14014179.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
81,1772353672152019121419350392919563,"8, Dunkirk Close",,,RG41 3UX,5378228678,D,B,57,84,House,End-Terrace,2019-12-13,E06000041,E14001048,,2019-12-14,marketed sale,54,83,286,89.0,4.1,50,1.3,111.0,62.0,727.0,457.0,147.0,78.0,82.0,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,2.0,4.0,4.0,22.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, electric",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 22% of fixed outlets,Poor,Poor,mains gas (not community),0.0,NO DATA!,,,,N,natural,"8, Dunkirk Close",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1976-1982,2019-12-14 19:35:03,owner-occupied,,,14011824.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
82,337136060022009080320311625878691,"70, Ravensbourne Drive",Woodley,,RG5 4LJ,9207655668,D,C,60,74,House,Semi-Detached,2009-08-03,E06000041,E14000803,,2009-08-03,marketed sale,54,70,319,203.0,4.5,53,2.9,78.0,42.0,670.0,438.0,94.0,94.0,84.1,Single,Y,NO DATA!,,,2102.0,100.0,double glazing installed before 2002,Normal,1.0,4.0,4.0,16.0,0.0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 75mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 16% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.3,0.0,N,natural,"70, Ravensbourne Drive, Woodley",Wokingham,Maidenhead,READING,England and Wales: 1950-1966,2009-08-03 20:31:16,owner-occupied,,,14030161.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
83,634650665812011052612090890290585,"52, Sirius Close",,,RG41 3DT,5546507868,D,C,62,72,House,Semi-Detached,2011-05-24,E06000041,E14001048,,2011-05-26,rental (social),58,71,248,168.0,4.1,48,2.8,45.0,45.0,624.0,445.0,149.0,108.0,86.28,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,0.0,5.0,5.0,100.0,0.0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 250mm loft insulation",Good,Good,"Boiler and underfloor heating, mains gas",Average,Average,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,2.4,0.0,,natural,"52, Sirius Close",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1983-1990,2011-05-26 12:09:08,rental (social),9.0,9.0,14011882.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
84,1143868952542020091312521225309578,"15, Ryhill Way",Lower Earley,,RG6 4AZ,5562053278,C,B,72,82,House,Detached,2020-09-13,E06000041,E14001048,,2020-09-13,marketed sale,67,78,168,101.0,3.9,30,2.4,90.0,90.0,643.0,591.0,128.0,84.0,131.0,Unknown,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,0.0,6.0,6.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"15, Ryhill Way, Lower Earley",Wokingham,Wokingham,READING,England and Wales: 1983-1990,2020-09-13 12:52:12,owner-occupied,,,14003661.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
85,1493856469632016110314052788078390,Woodside,Castle Road,Farley Hill,RG7 1UL,6058328478,E,A,44,96,Bungalow,Detached,2016-11-02,E06000041,E14001048,,2016-11-03,marketed sale,42,92,279,-13.0,5.9,64,0.5,71.0,71.0,801.0,521.0,216.0,79.0,92.0,Single,N,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,0.0,4.0,4.0,82.0,1.0,From main system,Poor,Poor,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, wood logs",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, oil",Poor,Average,Programmer and room thermostat,Average,Average,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,oil (not community),0.0,NO DATA!,,2.44,,N,natural,"Woodside, Castle Road, Farley Hill",Wokingham,Wokingham,READING,England and Wales: 1950-1966,2016-11-03 14:05:27,owner-occupied,,,14004710.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
86,34e9ffa68308fa9a27f821feebb94f4437792fb435a6dc08686650a5cd05f842,66 Patten Ash Drive,,,RG40 1SJ,10001575333,C,C,73,74,Flat,Semi-Detached,2021-08-31,E06000041,E14001048,,2021-08-31,Stock condition survey,72,74,193,179.0,2.1,34,1.9,55.0,55.0,365.0,338.0,83.0,83.0,62.0,Single,Y,01,Y,,,100.0,double glazing installed during or after 2002,Normal,1.0,3.0,3.0,100.0,0.0,From main system,Good,Good,(another dwelling below),,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,no corridor,,2.44,0.0,N,natural,66 Patten Ash Drive,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1950-1966,2021-08-31 15:54:48,Rented (social),7.0,,14053224.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
87,742200303812012021013004990920299,"2, Libra Crescent",,,RG40 1EL,2989305968,C,C,79,80,House,Detached,2012-02-10,E06000041,E14001048,,2012-02-10,new dwelling,80,81,111,104.0,2.4,21,2.3,103.0,60.0,371.0,377.0,86.0,86.0,113.42,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,6.0,,From main system,Good,Good,Average thermal transmittance 0.16 W/m?K,Very Good,Very Good,Fully double glazed,Good,Good,Average thermal transmittance 0.28 W/m?K,Very Good,Very Good,,,,Average thermal transmittance 0.16 W/m?K,Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 29% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.31,,,NO DATA!,"2, Libra Crescent",Wokingham,Wokingham,WOKINGHAM,NO DATA!,2012-02-10 13:00:49,,21.0,6.0,10032932854.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
88,1069405319962014011009022678108094,"24, Elk Path",Three Mile Cross,,RG7 1WE,9775128178,B,B,83,83,House,Semi-Detached,2014-01-10,E06000041,E14001048,,2014-01-10,new dwelling,87,87,85,85.0,1.1,16,1.1,43.0,43.0,235.0,235.0,68.0,68.0,70.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,,0.0,From main system,Good,Good,Average thermal transmittance 0.20 W/m?K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.24 W/m?K,Very Good,Very Good,,,,Average thermal transmittance 0.11 W/m?K,Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"24, Elk Path, Three Mile Cross",Wokingham,Wokingham,READING,NO DATA!,2014-01-10 09:02:26,NO DATA!,16.0,16.0,10032934503.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
89,88040884652019052911000197210944,"314, Headley Road East",Woodley,,RG5 4SJ,9496475468,D,B,66,84,House,End-Terrace,2019-05-29,E06000041,E14000889,,2019-05-29,rental (private),63,81,255,106.0,2.6,45,1.1,67.0,45.0,406.0,383.0,129.0,75.0,58.0,Single,Y,NODATA!,,,2104.0,100.0,"double glazing, unknown install date",Normal,1.0,3.0,3.0,50.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"314, Headley Road East, Woodley",Wokingham,Reading East,READING,England and Wales: 1991-1995,2019-05-29 11:00:01,rental (private),,,14035174.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
90,393731523452020082421331925200560,"9, Faraday Close",Arborfield,,RG2 9NR,5090359668,D,B,65,83,House,Mid-Terrace,2020-08-24,E06000041,E14001048,,2020-08-24,marketed sale,60,80,246,109.0,3.4,43,1.6,64.0,64.0,581.0,464.0,119.0,78.0,79.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,0.0,5.0,5.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"9, Faraday Close, Arborfield",Wokingham,Wokingham,READING,England and Wales: 1967-1975,2020-08-24 21:33:19,owner-occupied,,,14005524.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
91,1222369483252014101714395290949124,Nullis Farmhouse,Ryeish Lane,Spencers Wood,RG7 1EN,1433309278,D,B,61,85,House,Detached,2014-10-16,E06000041,E14001048,,2014-10-17,marketed sale,55,83,217,75.0,5.9,42,2.1,93.0,73.0,1086.0,663.0,166.0,94.0,141.0,Single,Y,NODATA!,,,2106.0,9.0,secondary glazing,Normal,1.0,7.0,7.0,70.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Some secondary glazing,Very Poor,Very Poor,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",,,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,0.0,,natural,"Nullis Farmhouse, Ryeish Lane, Spencers Wood",Wokingham,Wokingham,READING,England and Wales: 1900-1929,2014-10-17 14:39:52,owner-occupied,20.0,14.0,14002184.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
